18.666666,0.564289,0
8.333333,0.208486,0
6.000000,3.825589,1
7.000000,3.929209,1
6.000000,0.281692,0
6.666667,4.607597,1
5.333333,3.432267,1
8.000000,4.151668,1
2.500000,0.187089,0
7.333333,3.471485,1
