2.302302,3.840649,0.910279,0.000000
6.803769,-0.005544,-3.063466,0.000003
2.287896,-4.313904,-2.087962,0.628987
0.487250,-4.477592,-1.405882,2.208087
5.413475,2.419868,0.775792,0.000000
4.119207,-2.996052,1.820379,0.017044
4.009466,4.075973,0.156284,0.000000
0.789208,-4.958259,2.838807,2.052339
-3.312059,2.782828,-2.353916,0.000000
2.011732,-5.704636,2.268322,1.244616
-0.171105,5.582353,0.947343,0.000000
5.151282,-1.914992,3.119238,0.000648
-3.465955,-4.178607,2.560738,0.164250
-5.742101,1.057966,2.117056,0.000000
3.380537,3.595522,-2.329362,0.000000
-4.804229,0.898023,-2.222115,0.000000
-4.253521,-1.110550,2.404170,0.000158
0.260314,4.252638,0.511407,0.000000
-2.212540,-6.612464,-1.275966,1.320728
3.725850,-1.142338,1.953026,0.000289
3.834421,2.284113,2.924883,0.000000
-4.647681,-0.705538,1.093275,0.000032
1.944977,-2.867599,-1.799369,0.327611
4.024821,0.603960,-1.627881,0.000000
-5.197625,2.991978,0.082810,0.000000
4.906162,2.727202,1.608183,0.000000
-1.674618,-4.660929,-0.014051,1.217055
1.057503,-5.075910,-0.898000,1.864543
-3.437299,1.235206,2.550778,0.000000
-5.339608,-0.934871,-2.399641,0.000046
2.485646,-0.818005,2.482346,0.000385
2.915303,-3.942556,2.586574,0.247875
4.523756,2.802077,-0.017543,0.000000
1.767613,4.931799,0.458367,0.000000
3.712715,-2.349157,-2.478365,0.008460
-2.275915,-4.853855,-1.110134,0.810105
1.825039,6.132806,-2.163953,0.000000
3.747476,2.502954,0.062153,0.000000
-6.097562,-1.547605,-1.763234,0.000143
2.108470,3.938155,1.205798,0.000000
-3.145125,5.070913,-2.844631,0.000000
-3.782878,1.720340,-3.040994,0.000000
-1.961319,5.018621,-1.894728,0.000000
-4.309243,-3.365867,2.325055,0.024236
2.563099,5.285113,-3.073057,0.000000
-4.609953,-0.083335,1.076721,0.000004
-3.638579,-4.868784,-1.202731,0.239095
-2.952903,3.369264,-1.398494,0.000000
-3.646724,3.661909,-0.295899,0.000000
-0.085915,-7.897087,0.610871,2.355473
3.805227,0.430721,2.106301,0.000000
4.106036,-1.424789,-2.049915,0.000480
-2.989185,-5.845940,2.875487,0.681272
-3.291138,-2.635054,-2.082737,0.027343
-4.765040,1.970501,-1.933802,0.000000
-1.443372,4.600884,2.748355,0.000000
-2.131252,-2.744990,2.016159,0.209293
2.845889,-2.450905,-0.552100,0.038779
-1.801653,4.087559,-0.197518,0.000000
-3.674920,1.398763,3.031948,0.000000
6.340094,-2.192084,0.466755,0.000473
3.776093,-3.714673,-0.725987,0.071256
3.354843,-3.385994,-2.040249,0.079712
-5.657394,-0.166004,-2.827481,0.000004
4.335738,1.788704,-1.180923,0.000000
7.600089,-2.352760,0.905955,0.000300
4.647825,2.094289,1.695125,0.000000
-4.801318,2.406425,-0.411204,0.000000
2.624009,-1.509291,1.814252,0.005227
-0.171460,4.227652,-0.115399,0.000000
-3.743233,0.074696,0.864187,0.000002
1.725122,-3.783817,0.334189,0.852841
4.839661,0.878347,1.453102,0.000000
-2.582690,3.086332,0.909772,0.000000
0.785598,4.314038,2.275126,0.000000
1.704411,-4.832808,1.456060,1.244506
-0.734349,-6.604323,-2.901327,2.201795
-4.327553,3.739223,-2.468882,0.000000
-0.969463,-4.121017,0.933990,1.752121
-4.390957,1.911332,-1.602668,0.000000
2.304432,4.815834,2.376857,0.000000
-3.024249,-3.357006,1.124848,0.118840
-3.746677,0.896530,-2.466225,0.000000
6.031967,-0.038990,1.851690,0.000003
-5.830460,-1.864061,1.316124,0.000342
1.631845,5.150454,2.327428,0.000000
-3.596401,-1.368253,2.935930,0.000718
2.584249,5.890042,0.122105,0.000000
5.868013,-0.484154,0.815389,0.000011
-0.795609,-4.563069,1.332293,1.997409
4.245613,1.685191,-0.469745,0.000000
4.156556,-1.007683,-0.814438,0.000122
4.106036,-1.424789,-2.049915,0.000480
4.225765,-4.738321,-0.907176,0.123782
4.580004,-6.036075,-1.339469,0.226895
-2.006413,3.158372,1.047378,0.000000
-4.499401,2.385384,1.111860,0.000000
0.330643,-5.140742,-0.359921,2.303616
1.409550,4.428579,-2.041177,0.000000
-3.291138,-2.635054,-2.082737,0.027343
5.299038,1.403139,0.749625,0.000000
-0.612916,6.989940,2.638168,0.000000
-3.963229,-5.039909,-2.293483,0.199974
-4.624272,-1.782528,0.750863,0.000761
2.907681,4.329655,2.127188,0.000000
1.910094,5.483968,2.794882,0.000000
0.323204,5.022784,-2.863361,0.000000
5.149677,1.893607,1.060307,0.000000
-3.836591,-0.938750,-0.944104,0.000126
-1.560738,-6.045116,2.043283,1.653241
-3.732566,-2.331590,-1.073113,0.007929
1.303685,6.505704,1.911123,0.000000
2.261527,3.783484,2.915711,0.000000
3.664325,2.738081,-0.573432,0.000000
-2.554681,7.016664,-0.329284,0.000000
5.396584,-1.454367,2.498603,0.000177
-2.408827,-4.026994,1.859235,0.469052
-3.375964,0.805229,-2.058510,0.000000
-2.765751,-2.897395,0.221575,0.093506
0.075877,-4.159897,2.998254,2.352671
-3.146250,-2.423958,0.333292,0.022658
-3.797179,1.902478,-2.515381,0.000000
-6.855338,0.700115,-1.762637,0.000000
-0.961221,-4.876521,-0.402837,1.909761
5.260843,-0.765405,-1.848160,0.000029
3.782023,-4.556830,0.107427,0.163864
3.843118,-0.424564,-0.843994,0.000017
-3.415012,-3.153241,0.858027,0.053613
-6.606785,1.379671,-3.043789,0.000000
-2.536093,4.667462,-1.071905,0.000000
4.862143,5.476236,-1.746271,0.000000
5.216274,-2.456445,-1.105081,0.001940
5.554471,3.966705,-2.300470,0.000000
-3.349327,4.920850,1.452300,0.000000
-3.258345,0.054063,1.468038,0.000002
1.050358,4.227852,3.137521,0.000000
-4.448701,-2.106884,2.463563,0.001994
6.853345,-1.841984,-2.168777,0.000175
-4.073612,-1.604903,-0.008222,0.000840
0.785598,4.314038,2.275126,0.000000
0.828863,5.492885,1.665696,0.000000
